READ TERR 1 2
! xrtwtflux
96.191	3.353	-2.73	2.19951627664308e-10	4.06202627572793e-11	-4.10795233755604e-11
109.122	3.160	-9.579	2.37121213591785e-10	4.48592760218286e-11	-4.50121599647402e-11
115.419	2.529	-3.137	2.79106498775245e-10	5.27726099867481e-11	-5.29252232669799e-11
119.937	3.060	-1.989	3.2682511327409e-10	6.17760677919788e-11	-6.19381351253968e-11
126.827	3.232	-3.829	2.18815655388879e-10	4.13493733689303e-11	-4.14485811683654e-11
133.693	4.167	-3.634	1.89153237219979e-10	3.46291508150986e-11	-3.47196482383536e-11
139.903	3.060	-2.043	2.73366069738588e-10	5.33595056813511e-11	-5.34886351766419e-11
145.675	2.815	-2.712	2.70236209840359e-10	4.94965392531668e-11	-4.96458954255485e-11
152.360	3.238	-3.869	2.12803916872798e-10	4.02579297718634e-11	-4.03939671989221e-11
160.400	4.718	-4.802	1.65595288357408e-10	3.03651904163868e-11	-3.04887312919619e-11
169.822	11.262	-4.703	1.59738949021747e-10	2.93356316126564e-11	-2.94987915269373e-11
185.834	5.882	-4.75	1.38435746266841e-10	2.62609047518555e-11	-2.6420844132138e-11
197.027	5.479	-5.312	1.31021406416351e-10	2.56888172227408e-11	-2.5863592884195e-11
210.428	7.879	-7.922	1.49860351929825e-10	2.84701290515908e-11	-2.86872232603219e-11
226.519	8.489	-8.212	1.40516624429475e-10	2.58820202297447e-11	-2.61051214311049e-11
240.760	6.648	-5.752	1.06949810313746e-10	2.24053545694785e-11	-2.25603880182287e-11
265.472	12.888	-18.064	7.98881641571486e-11	1.47021703545892e-11	-1.48157918787692e-11
286.429	7.646	-8.069	8.47163492187051e-11	1.77431592076406e-11	-1.78613159839894e-11
NO NO NO NO NO NO
! xrtwtgamma
96.191	3.353	-2.73	2.36938536594254	0.457421201146994	-0.352617860702492
109.122	3.160	-9.579	1.91693411525527	0.205160072421092	-0.157962123999825
115.419	2.529	-3.137	1.71568553244089	0.219417016893624	-0.164398254709297
119.937	3.060	-1.989	1.57794707764055	0.28429097470914	-0.211832518139923
126.827	3.232	-3.829	1.79076021038242	0.200440112604317	-0.151573140170656
133.693	4.167	-3.634	2.02718009788961	0.22090121307935	-0.172773811781732
139.903	3.060	-2.043	2.03838006912104	0.200028468306213	-0.15619485793889
145.675	2.815	-2.712	1.94490378889575	0.197891794327071	-0.151924085488067
152.360	3.238	-3.869	1.85344683770118	0.264381133543388	-0.201799391216038
160.400	4.718	-4.802	1.85231794495013	0.196114768929166	-0.149691261849554
169.822	11.262	-4.703	1.85106489859407	0.247952996712163	-0.189256399099711
185.834	5.882	-4.75	2.11404191683274	0.194285796274051	-0.149704953587668
197.027	5.479	-5.312	2.31541988370673	0.194342263422083	-0.152688826334553
210.428	7.879	-7.922	2.5062451583518	0.244401168209033	-0.193243671134509
226.519	8.489	-8.212	2.37614646607167	0.187086183106573	-0.147317883169996
240.760	6.648	-5.752	2.26849475035819	0.189264647053077	-0.147780284811559
265.472	12.888	-18.064	2.09598015417903	0.278078000477511	-0.216229708569706
286.429	7.646	-8.069	1.96182757729388	0.37922965213014	-0.295217199349572
NO NO NO NO NO NO
! xrtpcflux_incbad
185.797	121.919	-83.703	9.80140559861889e-11	2.20692077106964e-11	-2.20692077106964e-11
328.073	19.759	-20.358	5.15677419238642e-11	1.15442015726337e-11	-1.15442015726337e-11
370.889	37.118	-23.057	3.35953282353123e-11	7.5382078724169e-12	-7.5382078724169e-12
437.546	45.681	-29.538	2.765035330141e-11	6.08724732512069e-12	-6.08724732512069e-12
521.667	41.794	-38.44	2.55212840643666e-11	5.77326105608415e-12	-5.77326105608415e-12
606.201	47.523	-42.74	2.36542900113273e-11	5.31375638183688e-12	-5.31375638183688e-12
724.099	87.586	-70.375	1.31152730098177e-11	2.97378650953539e-12	-2.97378650953539e-12
898.709	75.952	-87.023	1.02672820250274e-11	2.31456448184054e-12	-2.31456448184054e-12
1038.351	56.661	-63.69	9.70415505208526e-12	2.13438260617325e-12	-2.13438260617325e-12
1152.083	65.787	-57.072	1.03455998349793e-11	2.27033013847836e-12	-2.27033013847836e-12
1287.621	38.064	-69.751	1.2630020390957e-11	2.77477484590771e-12	-2.77477484590771e-12
1372.941	78.110	-47.256	1.01383664028691e-11	2.28314545990912e-12	-2.28314545990912e-12
1518.787	87.717	-67.737	7.87568960864629e-12	1.77992745081043e-12	-1.77992745081043e-12
1711.171	90.904	-104.667	4.48361116123392e-12	1.17239412395657e-12	-1.17239412395657e-12
1877.106	105.496	-75.031	6.29490901927116e-12	1.41928789447646e-12	-1.41928789447646e-12
2065.808	69.741	-83.206	7.17506427967035e-12	1.62158464848644e-12	-1.62158464848644e-12
2337.290	216.970	-201.741	3.99284636825314e-12	7.28766241862523e-13	-7.28766241862523e-13
6026.579	215.137	-316.432	1.76972040243505e-12	4.63301114851693e-13	-4.63301114851693e-13
6439.455	133.226	-197.739	2.58259534882217e-12	6.71247279721524e-13	-6.71247279721524e-13
6769.279	159.441	-196.597	2.38987626166546e-12	6.24263483666413e-13	-6.24263483666413e-13
7049.557	152.461	-120.837	3.12982482273821e-12	8.13029418809117e-13	-8.13029418809117e-13
7344.645	195.861	-142.627	2.51855243037125e-12	6.56780645209687e-13	-6.56780645209687e-13
7909.793	428.023	-369.288	2.01831539318025e-12	3.86543655548842e-13	-3.86543655548842e-13
11929.255	198.441	-298.964	2.61257481735003e-12	6.84161283062602e-13	-6.84161283062602e-13
12244.207	124.191	-116.511	5.19016055616858e-12	1.16644562086286e-12	-1.16644562086286e-12
12567.068	210.022	-198.67	2.22484624009096e-12	5.81963484695324e-13	-5.81963484695324e-13
12958.196	147.353	-181.106	2.70666591972198e-12	7.04790225766326e-13	-7.04790225766326e-13
13332.422	252.025	-226.873	1.80790680397532e-12	4.7290275062355e-13	-4.7290275062355e-13
13799.001	324.504	-214.554	2.34886857871123e-12	5.05031175348566e-13	-5.05031175348566e-13
17616.287	188.136	-210.526	2.32749606216643e-12	6.11558498782749e-13	-6.11558498782749e-13
18063.958	196.797	-259.534	2.09087275242202e-12	5.45774324640699e-13	-5.45774324640699e-13
18606.030	329.193	-345.275	1.41989671853495e-12	3.73083364727405e-13	-3.73083364727405e-13
19382.463	525.583	-447.24	1.4245166524847e-12	3.09772165178698e-13	-3.09772165178698e-13
23595.718	308.934	-322.909	1.75838673916816e-12	4.62251761341722e-13	-4.62251761341722e-13
24183.998	304.857	-279.347	2.01731724493478e-12	5.27420615574388e-13	-5.27420615574388e-13
25139.124	553.229	-650.268	1.44228918630483e-12	3.07673407159818e-13	-3.07673407159818e-13
29753.160	408.794	-792.789	1.01426538028068e-12	2.69930132595224e-13	-2.69930132595224e-13
30868.900	609.382	-706.946	1.19452131891881e-12	2.66649016812569e-13	-2.66649016812569e-13
35603.844	446.757	-637.093	1.02068484510783e-12	2.70176725849829e-13	-2.70176725849829e-13
36693.819	570.312	-643.217	1.37126776815362e-12	2.69624693512725e-13	-2.69624693512725e-13
42081.494	965.630	-1146.878	8.79592004555299e-13	1.65008338210947e-13	-1.65008338210947e-13
47994.915	837.265	-1003.093	8.30668077063096e-13	1.83699648826318e-13	-1.83699648826318e-13
53709.738	909.750	-755.097	6.72684874837952e-13	1.77458059106446e-13	-1.77458059106446e-13
58446.736	581.942	-679.019	6.47853270633455e-13	1.76764676896186e-13	-1.76764676896186e-13
59842.444	560.229	-813.767	6.74014106131856e-13	1.68717793340171e-13	-1.68717793340171e-13
64729.279	993.167	-1175.647	4.00015376094914e-13	1.07051520171659e-13	-1.07051520171659e-13
